Feature1,Feature2,Feature3
4.823170583961915,10.073317967188403,0.7100391002589461
3.7272764302523296,7.303113357058429,1.9457051334821878
5.382158991037527,10.648709887589643,1.8328819196831456
1.525054688839044,1.346670767426288,3.765454240281097
8.971570950954355,8.645375949585148,9.368631557532348
8.835692112065141,6.870293145342382,8.529804177915283
1.927989878419666,3.003532897892024,2.361636025047634
9.4415686206579,5.528355499872711,7.203104744529523
8.324166352488442,7.869856945632315,8.096995964992718
1.0094636748693118,1.433702270397228,2.099651365087641
7.124381746615243,6.6172002690356635,8.92617754753164
6.286865470909122,9.353872374165412,7.885460154747382
6.695530499495147,8.669672548830038,8.366598246096848
7.588123033877532,7.512393775927507,7.5674418121803795
2.241962271566034,0.08671975534220211,0.27508216748696723
2.5607845263682343,3.083051243175277,3.0538020520349027
3.3071427542824283,0.39251676543877245,2.184633858532304
3.6573124059196513,9.628559134004208,0.5924883052821788
1.7474318486068396,0.7522168180351505,3.6324113039316352
1.7546118839971294,1.2462638356425104,1.1104855703744767
1.918070592116278,11.696456368290038,2.2110174672026184
1.2801557916052912,1.5393612290402126,3.0571222262189157
6.29889812361925,9.63716143956034,1.5544974785992283
8.077368307647617,7.138715798671736,9.523124077269657
0.5981489372077191,2.5868570938002704,4.190455625809978
4.4082527557144715,8.29741639576216,3.0291556373256436
1.973486124550783,2.0602302099410266,4.463242112485286
2.2322536971610036,2.293072473298681,1.285648581973632
2.216458589581975,2.045571839903814,1.3483996523941828
2.570890510693167,3.135565640180599,2.9540017634932023
3.2216952745976872,10.195845255097682,1.0216272223849678
2.385317379728837,1.1161425637988671,2.153725105945528
6.993982618500298,6.785811387212268,9.158110873500068
0.04791220047749811,1.8482149049644168,2.5883172064845765
4.307801768892059,8.289831607343375,0.651814577894287
7.322838288487889,8.97511973341775,7.8529426184978615
6.1951178993354805,6.372457562116837,8.048084946661382
0.831321962380468,3.1428228145150205,2.7519330326867744
1.7654128666248532,0.5846292579495858,1.579354677234641
2.4040508568145382,3.8861859012105304,2.174577812831839
3.4412732890661157,0.5641378488205606,3.1631637521549596
8.074094780419776,9.628615545571291,6.619898541785108
9.451143607795041,8.959270826085207,10.153182457511557
9.475356216949551,8.85765962320202,7.840061470036573
7.400607354555978,5.876104275690193,7.474244978319239
2.2140937441302038,0.754261221288012,2.173180925851182
8.1202956317119,8.51443883405875,8.71161487808889
0.622330632042909,1.062174960084877,2.5150352672086598
1.6907876241487854,2.331263431403564,2.975545127122359
7.615444455770175,9.00629280921444,7.423108130476852
2.0970775493480405,2.9686449905328893,1.2979469061226476
9.644967713501284,7.750963960443622,8.576556963055767
2.3287511096596845,1.4702397962329612,2.513267433113356
7.240867338446302,8.150393786476208,8.34175597577716
4.122156197012633,3.032465260551147,0.4806300340459866
3.769065469791322,10.696206364813419,3.848956094945345
8.005243699718184,8.046980593764742,7.549934528520756
10.189802933217672,7.191701714644848,7.160278157819224
8.115674634292859,9.179297184063827,8.06751848141011
3.9032868881296077,9.45508091319105,2.399136114352071
4.481009231736714,10.223884024279132,1.2095255445546882
1.6572854834732305,1.197722730778381,1.8387142883339909
3.4690030449981824,9.376859473575236,1.4445228808397452
2.375698018345672,1.399361310081195,1.7083062502067232
2.3571125715117462,3.4778940447415163,1.4817297817263526
8.82541634898803,8.813509636000639,9.30547880715433
2.276690799330019,2.8271832490360236,2.013001891877907
2.4127809269364984,2.82206015999449,3.896792982653947
3.9653151126132187,10.23421473253652,3.550500492814077
1.6146864031382397,2.113517345251248,2.6621306745210465
5.698078835264415,6.484808937801448,9.366874267444524
2.513785950912209,2.515047686306048,5.852731490654721
8.224092481810416,8.012592400781795,8.097676098548831
2.2504928503458768,2.346448209496976,1.3199752784215093
7.987753227153085,7.102745628514168,8.075804558193726
8.270456825779839,7.949761890550863,7.76105195313359
2.870948228782771,9.475479733720226,2.489374561227918
8.595157025436913,7.181779316766527,10.09238727568546
2.443819428146228,2.7746340534293368,1.0730695284219172
3.158595579007404,1.1793176816482895,2.9633761292443217
3.030999522495951,2.931280119116199,1.1607824767773613
7.937320902726828,8.955142320501238,7.014273953664456
7.021236284217693,7.555706739923888,8.377300493044853
3.4823887009638286,10.223787951638899,1.9835771039272478
4.271578837195373,8.72325142417969,0.9189434595917376
7.522342553234884,8.478979825746391,8.333662105286948
7.779030400466777,8.614166700043425,8.757507710047305
2.3072995208766094,2.81286211883896,2.629628841923612
2.1968612358691235,2.7384665799954107,2.1713682811899706
6.560084538268795,9.90394010027535,3.149273326285676
3.8230527725059504,9.201702755461547,0.6206807719854728
3.5792128155073915,2.767434729152909,1.5305256140650478
4.833922154548904,10.459180079228437,1.929834288541353
2.7778721911080546,10.712998430172387,1.759674601841865
5.126565029547757,9.73111130944517,0.8934740912583297
8.244966571108723,7.49305682462887,7.528961694381677
4.472597482413043,10.256029734313875,2.982690983945514
4.018433933065393,10.347581705361671,1.4602403196906386
4.3344567899870245,10.658544272672831,4.01020453876635
3.5655037725676846,9.69082787653136,2.222133771633713
4.177701000933254,8.6646556412899,2.3801978510059634
7.0350765394198955,8.686051459998438,9.058424486849589
7.136009230320184,8.048521627944828,7.169049883588962
2.482472415243185,1.7765372146741492,2.714000494092092
6.8753579081621305,6.465885829264378,9.27767682189851
3.4477769557190285,10.63293181775551,2.2029230208512995
3.2968235748741126,9.965011509503038,3.77080063563551
3.429253706250524,9.167644426895771,2.471415556386404
6.2412605135768855,6.816741487334225,5.9607678222399
8.018418379189551,9.676437312275283,8.326927373764162
8.500917187624381,7.022444755201449,8.099332305429225
6.802122107411152,9.964725132916389,8.03526355197173
8.259722501721482,7.095683374895591,8.638592458777374
1.2271747854624282,1.7631813932599911,1.5146364521708966
9.90941664047013,6.601432426180859,8.56296923669057
7.3493574308781735,7.512874616235304,7.407606075761131
2.704921227936384,9.664215300709872,3.669021525289393
2.058208718446,0.8570297021693769,2.3577873603482833
2.625667347765006,1.1428424435837174,0.9291075019388877
4.60600995134564,8.719570647503717,3.754794181984365
7.797807347566106,7.782318796772779,9.09877685198719
2.2598827942484236,2.7818228717773104,0.763049289121918
1.4965243458838007,0.4493365689338673,2.0685629748060275
3.9623652975751518,11.103301882016522,2.1142276486620397
8.021003841632758,8.681952971294963,7.689733243406544
1.5069990653411671,1.4106352430557885,2.8496020970210245
3.57311893005258,8.987895624739833,0.34514332813423065
7.436275447196025,7.177779604433568,8.243687211491912
6.33847993773104,7.9339202013526835,6.788983800237544
0.5698586220393673,1.5599555133030163,2.1307405772860912
9.831458765854354,9.179440120721287,7.530824347895296
9.277664895788424,7.40842861116417,8.547097381170039
3.295656309457241,8.59153870363644,0.44337082647609627
4.590654830692309,11.108703580582908,2.820482181197364
7.060120213672644,7.486133082663306,6.940786478111049
3.5230298564080256,1.765846625276664,1.7658630430508195
2.2809918677350325,1.3773004801794062,1.7918777496427247
3.001645959261209,10.984322398476584,1.786011155774491
1.5157659271337487,3.2669111491866225,1.2923305343812193
2.6565536086338297,1.0253183297726784,2.787084603742452
2.1864543147694278,1.338213535231612,2.852433334796224
4.615935606944264,10.593101257968383,1.6904535606860098
8.519346514241173,9.532738913002579,7.891239851543142
3.088950596967366,2.0642800190954627,0.9222552220706939
2.791031947043047,1.090612545205261,3.402794310936099
2.3390390664840086,10.429618219132585,2.2076876871631113
8.504046515517844,7.469742381627559,7.207127167737656
8.6228499323475,6.932379570617406,7.857620514978707
8.610370265433465,7.979098406035852,8.117327383308782
4.621809962217196,8.429775280109544,1.2728628241751314
0.9376962862738951,2.4735924306351817,1.0805757657661967
1.398293387770603,3.852278184508938,1.986502775262066
3.815097863557011,9.47727697948096,3.0490092258368895
3.586016816145352,0.762184501173151,4.133033374656266
8.791662693962936,8.624119817052154,8.62834550926428
4.146713686433323,11.206508966508357,1.183064329012764
7.872082408519233,7.0444595593995745,6.3935536797424275
2.307535370285181,11.529550319460613,1.8419921014210106
3.9758749128899966,10.198084760767856,1.8556395880760574
5.3556378588049505,10.4134349032237,3.8767958125580657
4.756988616645351,9.077834675822375,2.86960592010566
8.33231401197959,7.251513463443446,9.551151975522522
9.143754043206929,8.338496407494414,7.584712086099199
1.9404746439382,-1.2412673400690726,0.9756123586657102
5.453384477117701,11.579572145730712,1.4771399728467318
7.281555778747564,7.786552848288153,8.310907565598004
2.473237624573545,1.9271710873431271,1.153206281931595
3.6390338341809203,11.159329803364248,0.9189366724001027
